-0.011313376,1.9512 
-0.00436581,1.9427 
-0.006403327,1.9303 
0.003929481,1.9379 
0.000773734,1.9394 
-0.003822911,1.9320 
0.006757654,1.9451 
0.006508004,1.9578 
0.003314554,1.9643 
-0.001681401,1.9610 
0.0044267,1.9697 
0.002332658,1.9743 
-0.000405289,1.9735 
0.001316589,1.9761 
0.002527041,1.9811 
-0.006177235,1.9689 
-0.002237251,1.9645 
-0.00316101,1.9583 
0.001224802,1.9607 
0.000968572,1.9626 
0.001120334,1.9648 
0.000966552,1.9667 
-0.00035599,1.9660 
-0.002903499,1.9603 
0.005392768,1.9709 
-0.000355231,1.9702 
-0.005956186,1.9585 
-0.004195667,1.9503 
-0.001539409,1.9473 
-0.000205434,1.9469 
0.008031761,1.9626 
-0.005825557,1.9512 
-0.000512637,1.9502 
0.000563886,1.9513 
0.001945526,1.9551 
-0.000562789,1.9540 
0.001278609,1.9565 
0.003622361,1.9636 
-0.000254667,1.9631 
-0.000611465,1.9619 
0.000713339,1.9633 
-0.002652116,1.9581 
-0.007587056,1.9433 
-0.012062373,1.9200 
0.006023489,1.9316 
0.000569314,1.9327 
-0.002486661,1.9279 
0.002124408,1.9320 
0.000155267,1.9323 
-0.001916652,1.9286 
0.003261294,1.9349 
0.000671644,1.9362 
0.002682073,1.9414 
0.001492653,1.9443 
0.008858452,1.9616 
0.003257332,1.9680 
-0.001881851,1.9643 
-0.001273529,1.9618 
0.003714166,1.9691 
-0.00193168,1.9653 
-0.002088375,1.9612 
0.000356861,1.9619 
0.002799483,1.9674 
0.004918251,1.9771 
-0.001518526,1.9741 
0.001012607,1.9761 
-0.002584177,1.9710 
-0.003048783,1.9650 
-0.001476917,1.9621 
0.004830068,1.9716 
0.001824263,1.9752 
0.002023064,1.9792 
0.003480194,1.9861 
0.001459083,1.9890 
0.009058894,2.0071 
0.000697281,2.0085 
-0.002991775,2.0025 
-0.000149824,2.0022 
-0.000899415,2.0004 
0.000749569,2.0019 
-5.00E-05,2.0018 
-0.005660912,1.9905 
0.003410405,1.9973 
0.000900811,1.9991 
-0.000250144,1.9986 
-0.00506635,1.9885 
-0.000754622,1.9870 
0.002563395,1.9921 
0.000351326,1.9928 
-0.001908685,1.9890 
0.002209724,1.9934 
-0.007856608,1.9778 
0.001768079,1.9813 
-0.001161528,1.9790 
0.00337983,1.9857 
-0.004390953,1.9770 
-0.001012146,1.9750 
-0.00015191,1.9747 
-0.00212917,1.9705 
0.002078529,1.9746 
0.005756719,1.9860 
-0.000805964,1.9844 
-0.000100791,1.9842 
-0.000554533,1.9831 
-0.001009031,1.9811 
-0.00272948,1.9757 
0.002275084,1.9802 
0.001059937,1.9823 
0.004529905,1.9913 
0.000903524,1.9931 
-0.000351273,1.9924 
-0.007455954,1.9776 
-0.00486619,1.9680 
0.000660351,1.9693 
0.002333132,1.9739 
-0.000557428,1.9728 
-0.00167415,1.9695 
0.002636785,1.9747 
0.004244789,1.9831 
0.002316915,1.9877 
0.002512312,1.9927 
-0.000401546,1.9919 
0.003307942,1.9985 
-0.00040038,1.9977 
0.000250257,1.9982 
0.00020016,1.9986 
0.001799641,2.0022 
0.003042017,2.0083 
0.004768774,2.0179 
-0.000644442,2.0166 
-9.92E-05,2.0164 
-0.002582184,2.0112 
-9.94E-05,2.0110 
0.002135957,2.0153 
0.006035439,2.0275 
0.002020153,2.0316 
-0.000837129,2.0299 
0.002165249,2.0343 
0.000835319,2.0360 
0.005192781,2.0466 
0.003024835,2.0528 
-0.001755242,2.0492 
0.00297235,2.0553 
0.001264223,2.0579 
0.001165558,2.0603 
-0.003987944,2.0521 
-0.00327029,2.0454 
-0.010171828,2.0247 
0.00024692,2.0252 
0.002022445,2.0293 
0.00108353,2.0315 
0.002605512,2.0368 
0.000785238,2.0384 
-0.003636904,2.0310 
-0.004342255,2.0222 
0.006555461,2.0355 
-0.0061105,2.0231 
0.000247115,2.0236 
-0.006047106,2.0114 
-0.007485438,1.9964 
-0.005323703,1.9858 
-0.000705254,1.9844 
-0.001563407,1.9813 
0.003174686,1.9876 
-0.003124215,1.9814 
0.005987891,1.9933 
0.006002119,2.0053 
0.004478065,2.0143 
-0.002037521,2.0102 
-0.00533707,1.9995 
0.008961972,2.0175 
-0.002183299,2.0131 
0.001588326,2.0163 
0.001090513,2.0185 
-0.002380835,2.0137 
0.00287613,2.0195 
0.001929309,2.0234 
0.003305788,2.0301 
-0.001330869,2.0274 
0.002364766,2.0322 
-0.001428044,2.0293 
-0.005138097,2.0189 
-0.00501528,2.0088 
-0.007695805,1.9934 
0.009734745,2.0129 
-0.006629308,1.9996 
0.004640148,2.0089 
0.005411188,2.0198 
0.000791844,2.0214 
-0.001534768,2.0183 
-0.001289043,2.0157 
0.005491665,2.0268 
0.009819403,2.0468 
-0.001858282,2.0430 
-0.00122444,2.0405 
-0.004272776,2.0318 
0.003341198,2.0386 
0.001862289,2.0424 
-0.002549271,2.0372 
-0.000196367,2.0368 
0.002451823,2.0418 
-0.00402415,2.0336 
0.001277704,2.0362 
0.00323609,2.0428 
-0.005153259,2.0323 
0.004320722,2.0411 
0.000734628,2.0426 
0.004201482,2.0512 
-0.009749006,2.0313 
0.009602739,2.0509 
-0.00058528,2.0497 
0.000731547,2.0512 
0.000779727,2.0528 
0.004908045,2.0629 
0.002324119,2.0677 
0.006363614,2.0809 
-0.001346478,2.0781 
0.005375067,2.0893 
-0.004365039,2.0802 
0.003503135,2.0875 
0.006826943,2.1018 
0.002518474,2.1071 
-0.007765827,2.0908 
-0.01824463,2.0530 
0.008681157,2.0709 
-0.009802097,2.0507 
-0.002930119,2.0447 
0.003173908,2.0512 
-0.000780336,2.0496 
0.008163311,2.0664 
0,2.0664 
-0.002859291,2.0605 
0.00024263,2.0610 
0.005033405,2.0714 
-0.001401,2.0685 
0.00660132,2.0822 
-0.010088175,2.0613 
-0.002136857,2.0569 
0.00470475,2.0666 
